bp_rp M_g
0.87554455 2.9496980932116585
0.13029289 -0.5400830235616905
1.2319765 0.6330757950442827
0.43304443 1.2161565386166382
0.1506958 0.43999438713145267
0.7992029 4.566249003649773
-0.0936327 -0.3891243859284206
-0.018727303 0.5809137355506913
0.7191901 3.932067574077074
1.3466649 -0.48558075322248584
1.8847365 -1.2959105054397213
0.61095524 3.4457499753614833
1.8645716 -0.6359070201053463
0.05894375 0.16900982616704496
0.56084824 2.7819974737260633
0.33924103 1.970836696258198
1.2032161 0.9719196374591412
1.3299365 0.7555576142736609
0.015083313 1.4665833270789665
0.1610446 1.2578868692760228
1.5954652 -1.2999450994096158
1.3890066 -0.10002459513193962
1.7433515 -0.7755969890506265
1.7271771 -2.2767482225487896
0.8172569 3.8031830086172036
1.3200712 1.8139332738646257
0.036524773 1.5230274828354684
0.47079563 1.9397375077888306
-0.02744484 -1.074612798738217
0.7411604 4.1321862546096
0.52562094 2.159717373697017
0.747468 2.3573718571724793
0.87775993 4.873304403851032
0.82353973 4.56676148026783
1.276854 0.60732812509384
0.2231636 2.1060296874597944
1.6740904 -0.6558718576963756
0.353096 2.370279322391898
0.5460119 1.463854349357451
0.5832286 3.4667999256431132
-0.10611105 -2.310195416510469
1.5067468 -0.7590422607998333
0.52818346 3.040315777226276
0.6800995 0.5839968762512822
1.4370589 -0.2810474778699463
1.5622616 -0.31252931699849995
0.40663052 1.264481661603412
0.7725487 3.0266167106598063
1.2886534 1.0027520088976054
0.08122158 1.0829805765852516
1.1621552 0.20565245990298564
-0.051846504 0.871236673127127
0.74861956 2.3970042699692566
1.3711019 1.1274099311522416
0.15199661 0.5305788352238352
0.18592691 0.9536865236798491
0.72717 4.650376655470894
0.35196018 0.19903585209641772
0.40412426 1.7678674886339456
0.10999298 1.9451772682003448
0.5251322 3.0624357770081554
0.60679626 3.4449511509030613
0.7198353 2.8808706369624772
0.67145157 2.4829222162048765
0.7662921 2.308256202306941
1.2014284 0.4116221927830974
-0.04399109 -0.41603435914720777
1.845912 -0.7401917052551603
0.61458683 2.1627227985164925
1.4216552 -1.4500785752685008
0.7875271 3.5655919859958747
-0.09039116 0.4744405678917385
1.2770281 0.6259110005595581
0.6495514 2.5180103525455424
0.9318714 5.288843867849552
0.7417817 4.523372340495273
0.630991 3.4545914064402314
0.38615608 0.554534404395536
1.1720719 0.4199118808287077
1.3238502 0.14991865517473446
0.0616436 1.1693144495149124
0.29027557 0.6630749494267594
0.35004997 -0.6074648808669858
0.62650204 3.5228638826898955
0.60021496 3.4918988665686914
1.3258405 -0.010265785012268935
0.7939925 4.0406673631262375
1.1119385 1.4255245602048987
1.5254178 -0.23836303108538281
0.25990868 1.5196669258169102
0.2546959 -0.03477753830003394
0.6956148 4.029123872027783
0.6559353 3.770762479623736
0.84137154 3.438848551696407
0.1884079 -0.3730783768020931
-0.059640408 0.01020390824702666
1.365169 0.1309933282561211
1.1952457 0.3170658615677038
0.5927954 3.24382979100554
-0.16728401 -2.331667589282885
1.51014 -0.24170392958526854
0.7618823 3.4383630936568492
1.741046 -0.8743309420618512
0.8122301 2.810343638972993
1.006135 5.500301510198566
0.98488283 3.4142213879316046
0.2280798 1.6971103716111688
1.2159581 0.48761080242893584
1.2671418 0.8827530693054166
1.4233117 -0.4933532347406988
1.2157307 -0.6818015198957532
0.84836674 4.801601222842793
0.533761 2.9990637769065263
0.62142086 3.4391845146449773
0.40821838 2.3309860459081424
-0.082018375 0.3227098760523788
1.1995773 0.5378762177622605
-0.08191061 -0.15239088397972012
0.55125904 2.7798208354521865
0.77646923 2.56507135523983
0.7238655 2.36959445348365
-0.033421516 -0.14585805943262287
1.1822023 0.4776837495557569
0.10434246 -0.5655477512380251
0.78990936 1.463440584823763
1.5199146 -0.09568633187702336
1.2269459 0.5559738860404959
1.3138342 -0.7327336167357714
0.7269864 2.7520811763136805
1.1172986 0.3660460550017852
0.59681225 3.4988150946214516
1.6052256 -1.4955679833870512
1.7804818 -1.1176475105711745
0.0052251816 0.03995161682778736
0.7475982 0.6221922874422852
0.35973167 1.3461074697429236
0.7002287 3.1330205977629113
0.7477751 3.001148618607039
1.3468204 -0.4907383056294776
0.5908575 2.9563114156686954
0.5684557 0.9661132401084025
-0.22714329 -1.4270041746024873
1.161623 1.5183192540523116
1.2646399 0.923437398718125
0.14397907 -3.2956547981485382
0.6236887 3.346369536053029
0.6494775 1.2292493792151635
0.95385647 4.680400972992331
0.49057388 3.001054947668517
1.5930624 1.1358927568040613
1.1455114 1.277998491906768
1.1913843 2.767194518857724
0.56658936 3.0548934191203214
1.2572441 0.5750691769792926
1.0549011 0.3482325609516064
0.24997807 1.2143351501056499
0.8868036 2.9036668500934697
1.1351833 0.6882808991529483
1.167628 0.34874666198642323
0.26295996 1.7389558952798518
0.8714714 3.395480584194712
1.3449154 0.15166524097077883
1.0871677 0.38122960041370035
0.58010674 1.8364569503969186
0.26815414 -0.5435953021230802
1.0919399 2.2231058010015907
1.2809997 -0.41035504813191004
0.54128265 1.1876401378663743
1.363143 0.7237784277916628
1.1788054 0.5820829299212367
1.0955029 2.1664325712376256
0.29123545 1.110952861246111
0.76400566 4.3253526369867945
1.7597213 -2.538090639131859
0.15764713 -1.789240170311718
1.3215518 0.6966244921221154
1.086165 0.1492854612165626
0.44610786 2.4285295123961372
1.4400711 0.46423235025567955
1.2219892 0.5343042150079107
0.35512066 0.7171940794931562
0.5783582 2.187997094844393
0.082873344 0.2821811359090045
1.1114311 0.043630673440151924
0.6278553 3.72373860049166
1.0642772 0.13321190281392692
0.8429451 3.0741727224401183
1.1924314 0.4773297988376797
0.7843709 4.222501572828369
0.2652979 0.9295063166371893
0.31263828 0.7399010754415585
1.2334175 0.5216786690236077
0.076639175 0.5009414170129229
0.4348607 2.2637528307856813
0.897665 5.269470374968622
1.8795586 -1.1947103002742914
0.8824997 4.685510828277161
1.0121646 5.274206165398885
1.1943555 -0.012525633690474436
0.583354 3.166694703357532
0.49014187 2.9886498245148987
0.7416668 4.274006179728414
0.102890015 0.5793274039529166
1.4174829 0.5711230461277639
0.67227507 3.223290416009668
1.1221819 0.8640010960552456
1.3048253 0.9262996521246585
1.9105806 -2.0945455112547258
1.8476262 -1.2006067770627613
0.32762527 1.4563529859111277
-0.09102726 -0.9882680320442283
0.23141623 -1.6118165356723324
0.6677141 2.5362669132771307
0.033524513 0.8178838913043531
1.1033859 2.5621422484173073
0.16871929 -0.0072522438484128315
0.7697153 2.182558531680959
1.5082898 -0.8406634585846637
1.1962752 0.4908665286669276
1.2346435 0.9588053397244796
1.195302 0.4751111200271394
1.2852716 1.0837834551535632
0.5190687 1.3423815314344427
0.87058544 4.8839314825782845
1.5245543 -0.35363086984816583
1.3032455 0.6431397563797905
0.69813824 3.4669974739888483
0.10780096 0.9345973063540143
0.78477335 4.370714103691273
1.2480168 0.5434283508521105
0.58653545 2.7333365022456944
1.2222209 0.5258291731179536
1.9335155 -0.9482469455561411
0.59664345 2.5853962337277387
1.1065736 1.933959051687732
0.5867119 1.069777146839833
0.7736683 3.8050097361303408
0.36774063 1.7602148623131546
0.73214436 3.9900968194231714
0.6761837 1.943842827414004
0.6821432 3.349660804687896
0.72084427 3.7313121151920132
1.2662635 -1.6369308023778553
0.40793037 2.6186026358946366
0.585536 2.4333857964444023
0.5000315 3.015433753703654
0.23315334 2.265524436551381
0.7336302 4.155131027129724
0.81782246 4.200131671283259
0.5275593 2.8341038013129616
0.3824997 2.1009300463406735
0.68498516 3.229980176830699
0.4964013 2.0591975383266385
0.3962698 0.47069797160637705
-0.02752161 1.147321225658926
0.04935026 -2.475005711433054
1.7302022 -1.234614896877945
1.6528206 -1.270534854158985
0.8050842 4.7790144582109315
1.3482943 -1.621522348274933
0.43548012 2.1197881222741826
1.3674107 -1.868211596566205
-0.043994427 0.07463999488014927
0.85676 2.137377188264514
0.62839603 1.9158114323301474
0.9802189 5.56540444788689
1.3166213 1.329383366995371
0.5507636 2.922504263874047
0.64186716 2.5564119391379947
1.5788679 -0.8827269479592559
1.1462708 -0.14858220534268085
1.2311144 0.5087575099362676
0.6848707 4.111444860015862
-0.015040398 0.9515345735141993
0.22514057 1.901382355915775
1.5516272 -0.6180052814850541
-0.1840744 -0.20521604581654085
1.841085 -1.6253646710737257
0.36498117 1.8687982575303543
0.2773981 0.6401693941789581
0.44791508 2.4844129404512376
-0.116389275 -0.49719789870454356
1.4509315 -0.5313948870889664
0.6590195 3.4718590526279662
1.9701862 -1.9960895975675434
0.24873686 1.1037439056268266
1.133543 0.33391599461349486
0.732254 4.258171980446354
0.77824306 4.552817691715223
1.1772103 0.5806851015988901
0.8071127 4.715903942617623
1.9122262 -2.0236863093618016
0.431921 1.241889209674433
1.0219941 -0.052909910588757825
0.7208357 4.113349344038357
1.3113532 -0.917751719709706
-0.06597853 0.2306474055001484
0.98233414 0.5772645888148631
1.1048164 2.063482148557961
0.74652576 3.153724027767764
1.0265512 5.659494699606524
0.809927 4.49190529692925
-0.024618149 -0.3979974918273719
0.7006531 3.689295943114348
0.8093033 3.477926790678919
1.0546522 5.74659905780651
0.70979404 4.044748501400005
0.9433317 5.12570144764678
1.3286505 0.34860804091303166
1.1211224 2.3542494689172084
0.72422934 3.8322754801395815
1.8946562 -0.7440671569909654
-0.0719676 -0.4699308600483878
1.1884899 0.5844283050152228
0.94290066 5.438562394791778
0.10818815 1.8305303495543228
1.3835139 -0.7679128513944322
1.5831575 -0.5474037039256654
0.21237278 1.4593641930404626
1.5429382 -0.42400804204741327
0.30332422 0.7766974337163273
0.5721884 2.2605681311830086
0.6526623 2.540083708694908
1.7431722 -1.135681603910676
1.1217356 0.6459258347200016
0.61726665 2.801950433440437
0.29627752 1.720541743255728
0.63929844 2.858167225420856
1.2954383 0.7712306788930725
1.2302227 0.8314262146269451
0.13636589 -0.4563621989161728
1.67728 -0.8775075160749104
0.7484307 2.4165038594188673
0.75973797 0.40673902402236983
1.5362291 -0.38048776476989943
1.5472589 -0.45655759413658537
1.376318 0.0861785066068741
1.2385807 0.6433971178544615
0.67214966 2.3876305647871625
0.22830248 -0.23702611267645324
0.2996459 0.26251634291839565
0.0268569 -1.1020537384225193
0.9116864 5.164911998528408
0.6338558 3.478645831758353
1.1619697 0.2217303482401327
0.80164146 4.671828252683692
0.89935064 4.719065896180364
0.82642937 4.6191592453959744
1.071332 0.5828180684601119
0.7529764 4.730689347091901
0.065788746 -0.2826111882853901
1.2178822 0.9021726929028526
0.58238506 2.6566249629814136
0.6743889 1.740827899748794
0.069521904 1.3603933801743704
0.5823641 3.378835485442792
0.6152129 3.442290752551801
1.1932993 0.4941934771950942
0.60351706 3.352352585252815
0.6392641 3.6914556949403075
0.6535702 3.4973405931354105
0.6655817 2.1014708612134854
1.0879235 0.7340659289305016
0.11243343 1.3373953050345087
1.1758256 0.7133938450974222
0.15767002 1.7782763896381164
0.65029335 3.102907216357334
0.62296295 2.2745965545161795
0.08938742 -0.6164347991522963
0.08148575 -0.17819860022753353
0.23311806 1.2604336991894307
0.71120644 3.75793495984974
0.010544777 -0.7782339623830801
1.1570177 0.5092097647281086
0.9700649 -1.9989874006966701
1.0705457 0.4480901090901792
0.5406475 2.310360488022834
1.3240919 1.1686913050801433
1.1204367 0.9122524809000687
0.51325893 2.4702740627791018
0.62500286 3.0533500624925907
1.1900501 0.6818482816630134
1.099545 -0.7889465495844039
1.2643113 0.5157667422777852
0.89363384 4.342467965940416
1.2127342 -0.41177563251630644
1.7172656 -1.25939160911172
1.5422454 -3.5146358495345424
1.2157955 0.5005508638758442
-0.11310911 0.3748357193205685
1.2337399 0.29829815307412666
0.12656403 1.6047236437142356
1.2438078 0.6156274794969558
1.0664687 5.932605782520075
0.58878136 1.9032889520964256
1.1464076 0.32922756718110335
1.431139 0.8868416073909291
-0.0031442642 -0.968022603923492
0.1491499 1.7792080985111518
1.9198256 -1.5232890175565252
1.3335457 -0.5544574110989586
0.27622795 2.1155983391049418
1.1578865 0.10717773977891731
-0.028017998 1.028909889708876
1.4357271 -0.17736308338482676
0.52052784 2.1422714257144015
0.6634779 2.834252545897211
0.56439066 3.0545311064608436
1.9118352 -1.7450712243208049
0.31397057 -1.1036532733533662
1.1163921 1.3857518854551145
1.2195435 0.2841693606528679
0.5623894 3.1850668818000196
1.1346741 -0.28570023129019617
0.4966259 1.1782655497369472
0.013849258 -1.1407343071660554
0.33283806 2.0338463505699558
0.6584549 2.846045463113393
0.43501663 2.6732179777022544
0.8677206 5.141734541423989
0.051213264 1.2874933756321685
0.32663536 1.7959673788508148
1.8649397 -1.0597876120225198
0.0048389435 -0.6232382408873072
1.4526834 -0.9307251953293436
0.48032808 1.7900947389817379
1.2991605 0.3357402351128158
0.77319527 1.903304183641037
0.68371487 2.6055620788283456
1.2953043 0.8105867188791116
1.2505093 1.2391383009257906
1.6840739 -0.4578804925665949
1.2170105 1.033765251799395
0.8580618 4.69727571440969
0.7788563 3.590190356040779
1.7613626 -0.39060054957171175
1.3819876 -0.47599092336614035
0.29967833 2.240830236997211
0.68541527 3.3498367688656554
1.1651359 -0.7910110703114732
-0.017739773 1.3927351985431962
1.3633366 0.016404180244528277
0.6265459 2.475544427921017
0.5313778 2.5647425062011058
0.5340462 2.546809618965061
0.10342121 1.5771797230791256
1.3072367 -0.5403118242411526
1.7428417 -1.2162008724584314
0.34819126 -0.022869651581885364
1.704114 -1.1175885033598192
1.4617081 -0.41053179264501694
0.63719845 3.3581073477641628
1.2055893 0.5225884479797784
1.1580029 0.9747215182042659
0.6464634 2.894281649669148
0.541667 1.838557664977058
1.0730605 0.13860637903522743
0.21243382 1.604602584970622
0.930377 4.907817030441617
0.38103008 1.0007252938709286
1.2596407 0.5228036708282033
0.85776997 4.702119728427347
1.0104723 2.6805469068479875
0.43737555 2.8018526827850954
0.033587456 1.0718575933397032
1.0679197 0.5983487387192223
1.2310839 0.2651340604456074
0.49631214 2.953184572977153
0.025186539 0.3732767752739621
1.0661411 0.6020650232726101
-0.080619335 -0.3450145149199457
1.2884698 0.3030241100597397
0.7696204 4.35624124339315
0.10151005 1.4409466451517279
0.82952595 4.980010320676573
1.143609 -0.0004123724174220911
1.3103266 0.29674213842030195
1.9663358 -1.3378138563802953
0.76194 4.203449570541979
-0.002233982 0.05885464759143133
0.6076727 3.2697888012146503
0.6479883 3.239603190476503
-0.08902645 0.8183200191380919
0.066586494 -0.3124102172049916
1.363987 0.3710987778675383
1.3795314 -0.6572476814098254
0.65851974 3.6498362350837317
0.31008482 2.0577383290531426
1.3687172 0.8654769285940347
1.6641927 -2.0171911894631105
0.45637798 1.9548151088378072
0.8341942 4.493418663193151
1.1340756 0.18541584193523164
1.6706867 -1.001192111633598
0.70560837 2.4007992192545213
1.3285823 -0.4540263833336571
1.3474236 1.1464216351388048
1.1942997 0.2237009720849379
0.87684155 4.222801936438616
0.34228706 2.3903224808061925
0.8139343 3.76471016107838
0.17357445 1.5950118488178777
-0.24338341 -0.4982594337149777
-0.040244102 -0.5464232101257753
1.2240086 0.06870159406130583
1.1022272 0.10427005489289964
0.7394161 3.0764776462489642
0.69737244 3.0765270478658095
1.1615782 0.4049301754619563
0.45624018 2.4383812484926173
0.49772024 2.519463100756849
0.63040924 3.494997619699033
-0.15023708 -0.7177976614315726
0.94130516 3.762976673302779
0.8336563 4.810844797801482
1.3034706 0.2288140644492227
1.4076767 1.720333647407024
0.36376715 1.6014042487979374
0.163373 1.6071933678499395
0.9234257 1.3465110618115972
0.7803006 3.511679459067992
1.1112165 1.547947498424329
0.92044353 2.7536970657019264
0.2158289 0.1784163849075533
0.47633362 1.8245934103078367
1.4674201 0.03367019313590269
1.7886448 -0.39502315818719147
1.1984615 0.5073265365431574
0.09206915 1.1997834485759418
1.4013896 -0.5006363927109323
0.5304322 3.1505059427525417
0.3722334 1.7809778780660164
1.1911492 0.5606528338948369
1.7633319 0.2803387329037337
0.18399525 1.6828485139897236
0.53921556 3.1702511450324646
0.79622936 4.342552362073974
0.788229 4.297911438674403
0.6187892 3.210875873664886
0.69296837 2.458832542348407
0.6610851 3.131584534370603
1.1118932 1.7006661418164102
1.304553 0.650944299859483
0.6863098 3.459671012273459
0.31290054 1.1825914019710124
0.34022903 0.3180465449951857
1.6473446 -0.8127708210642659
0.7263584 4.257436463509535
0.61978436 2.3217588316532787
0.63658094 3.626507638642206
1.1167722 0.38320088255780327
0.14917612 0.5363274858949652
0.21533966 1.9096830656193768
1.3550062 -1.2141825538755917
1.1434336 1.099957815678473
1.2937288 0.32804704690266906
1.1580896 0.4684989524610703
0.80034876 3.248498973612878
0.5779772 -1.7110217450229683
1.7196779 -1.6101785008085425
0.70982647 3.7518666527722146
1.212688 1.3504047029381514
1.262342 0.6922558526045552
0.63491726 3.5406580975352266
0.04856682 0.14099910716512376
0.7433748 4.457972723444542
0.63836193 1.8109368404256454
1.283876 0.7033318013218102
1.4567137 0.6598622525443254
0.8306289 4.806108240188047
0.6149988 2.565354648858148
0.4194088 0.18374905762510352
0.28836632 1.5628988255105067
0.73095703 3.7791371178602953
1.4452128 0.569723478495515
0.8297367 1.399313428350248
0.16558743 2.5951980963652552
0.09522438 0.8680385469594842
1.5248532 -0.6539402385799225
0.018949509 0.030172581463581594
1.5054021 0.74472993747725
0.9073324 4.885093419217052
0.8033457 3.367380051002004
0.045463562 0.7127454216683562
0.70109177 2.456429961328608
0.8804836 3.489253183925851
0.7181959 3.8814128749626597
1.3785071 -0.7497565604220142
1.1274681 0.5648689688475343
1.2680249 0.5437727023025314
-0.02248764 -1.7168223681771444
0.13369656 1.3868775862870262
0.8247309 1.8228617265442182
1.6429152 -0.8359117744482933
1.2004285 0.4755739339991827
0.4948783 2.3052682043447366
1.1468315 2.127659811324107
1.0414281 5.664184972525423
0.7891798 3.0456932987110434
1.242785 -0.955225296619961
0.531847 3.267559965718582
1.0420704 5.666535002130214
0.81250906 2.5221004775785616
1.829803 -0.8686484601921691
0.6357298 3.0665713943811372
0.8448973 3.0689511731868038
1.2578702 0.5708494354610547
0.6333103 3.5436652110920814
1.4229293 -0.3077174142124246
0.726079 2.576389510830916
1.4004602 0.6421460021427468
1.3180857 0.5293693844847596
0.63975716 2.765355705818785
0.71335936 2.0946591164393276
0.65136147 3.406859773974097
-0.15103436 -1.213778372755833
0.67237854 2.325094064794561
0.61149645 3.0887171483262508
0.22339964 1.4404714479947707
0.66947174 2.21162966405209
1.1658106 0.48671914010444794
1.1649199 0.31958166178120706
0.9575062 -0.056907721190725624
1.5847945 -2.5342204087822946
1.4457178 0.8271328320187585
1.1600933 0.08596483194981275
1.2540541 -1.1011244672784937
1.2842007 0.9572634230725683
0.45403194 2.4133235215110993
0.7066126 3.167452775549023
0.3271246 -0.07915315837714054
-0.065999985 -0.7176586866210286
1.3223243 0.8913202176590866
1.2144322 1.261855920057469
1.0396404 5.8382994339648455
1.7096386 -0.5459453409898885
0.3347969 0.16145208834887903
0.36914396 1.8449621688028586
1.2214594 1.4201602553753352
0.10634041 -0.9855846495435969
0.3099327 1.9885702112346753
0.69315434 3.539867142252458
0.3098564 1.879501264636283
0.38566113 1.6140345435270564
1.4810829 -1.3531953370686587
0.70145607 3.784850506378893
0.26789474 2.2813794201042046
1.2605824 0.499754412567861
0.94692993 3.8673794949895264
0.90821266 2.877257585903303
1.1967058 1.0873625965418707
0.0485363 -0.8161790435754073
0.5986061 3.1559712048561153
0.19464016 2.054171578554671
0.03009224 1.3370942852383454
1.3729568 -0.5431448897772206
0.41730785 1.023458720061992
1.1924124 1.438545922846691
0.71458435 3.887966499399159
1.1625004 0.3482591362665515
0.032891273 0.6017985058053199
1.3152423 0.28705924422477924
0.22580147 1.1047176406019688
0.39091587 2.316409023986349
0.23240948 1.4221853231792587
1.1989636 2.4309315808650567
1.4516711 0.9908812874962569
1.2207336 1.0150611810044845
0.4772992 2.521143327893725
0.76065636 4.597547037235627
0.18717766 1.6020429894115154
0.61410713 2.0728640012213333
1.0800805 0.5304951164507248
1.3359194 0.7926572677893136
1.30304 1.2402325155581657
0.728487 2.6660605586558255
1.7484307 -1.9738927639394497
0.120884895 -1.0316836342958666
0.42910194 1.1502634028952468
0.90361595 5.100295294103768
1.1735106 0.46103353747739284
0.5921631 2.660718876524733
0.391675 0.26601767576840096
1.36269 0.806737735668456
0.54486084 3.100781374340899
0.7678604 3.8797185886790535
0.4237876 1.4561550215286578
1.1944757 0.5110098838179198
1.7819338 0.12336748986983537
0.72479343 -0.5302870492623804
0.21425152 1.4833042493203088
1.1388321 0.033650897457984996
0.60907555 3.0799699493292216
1.1902409 -0.17515558952024435
0.010580063 0.9011413126931345
0.47696447 2.1390815760173965
1.2255931 0.5547636597275369
1.2488832 0.330598208480394
1.3997741 1.4195781677000934
0.6440449 3.1834095381163383
0.5359411 3.0862620551545508
0.5948057 1.9784818560384245
0.65184975 3.802862999070875
0.12576199 1.6613404956632483
1.9492211 -2.083853914768632
0.6094861 1.6765282003714876
1.2902584 0.7997314703468321
0.52439785 3.0584827877431806
0.800889 4.472070152210794
0.6774907 3.5390100457083076
-0.035868168 0.21361472778012924
1.3429098 -0.616612540184887
1.4354205 -0.2704273084033417
0.6748686 3.186092703162153
0.816535 4.626723340660544
0.24361324 2.2990482848795564
-0.06414604 -0.1378269528366669
0.86970425 3.518275997590364
0.629076 3.6156647394708052
1.1150074 0.7620492247152644
0.82125664 4.5963287774144685
0.36551428 -1.4791195189725261
0.81565666 3.4085839132700775
0.7011566 2.4184135095685946
1.2211657 0.47626288990277565
0.82959557 4.696613387931842
1.5422359 0.30980751057007616
1.6381903 -2.0798714643126637
1.0464735 2.5564389257518734
1.5469618 2.565452930751846
-0.0077381134 0.1517190650885123
0.18399858 1.6260267111294808
1.4398069 -0.3203928905884972
0.616807 2.4624196734986867
0.8145561 4.581794916916287
0.6597805 3.402764974643794
0.42721844 -0.6215920912862565
0.040875435 -0.5997840128895771
1.1087213 0.38386968146787215
0.47735596 1.749922859930063
1.5867729 -0.9434940723945573
0.8033447 3.5219144476193254
0.5161629 2.0732314854484075
1.2487669 1.7359515388151578
1.4390974 -0.4841879809158378
0.5404959 2.5722192512865787
1.367141 -2.3280525104988055
1.0582209 5.971889627766241
0.29936552 0.20852801059293746
0.5662012 2.452462606413061
1.170888 0.8216473146887875
0.5689993 1.9856995456605464
1.2753968 0.5631896080572529
1.2697382 0.6563820801000295
0.67838573 2.1923383069615783
0.74724007 4.198313669972981
1.2021713 1.7527552360604775
0.2364254 2.140572206114167
1.2742453 -1.8176354075730092
0.65898323 3.014249655320559
1.1857362 0.7612286786967326
1.347126 0.23007802361348872
0.6409769 2.0217924401391114
0.49756432 0.4607701033405647
0.64609766 3.12388259765215
1.3764324 -0.4835215049123196
1.2300739 0.6729192647647455
0.50620556 1.631198348398847
0.41173935 0.3467371646269468
0.89797115 4.727433728411551
1.3354478 0.6731937578529497
1.0804048 2.247812221049802
0.6896868 3.3311748829836523
0.79697514 4.5806339895982005
-0.06352186 0.07669074500935746
0.26780367 0.2331762491616347
1.4825168 -0.21286374887588888
0.7491646 2.5329525075622588
0.6902423 3.8178540113194535
0.80454826 3.1421632795269527
1.7158022 -2.3863183542527615
0.26520824 2.467101934696771
1.3486185 -0.9364391569041395
0.67412376 2.8805005804271726
0.28710556 2.0029119995637306
0.69400835 4.189445452955249
1.1801338 0.703736173833919
1.5099442 -2.1974271838654413
0.7668767 2.547688944909309
0.6453333 3.810377317955229
0.3575678 0.8799808741171162
1.2889252 -0.29800122444656374
0.7594032 3.62102404472535
0.71346664 4.274062798272691
1.8242812 -0.6784625532968409
0.86373425 3.6659911646588217
1.268868 0.5881924942323051
0.95451164 5.338175860382293
1.6086059 -1.2021549135147005
0.8492913 2.416271754695255
1.2064061 0.6356451322738703
0.35912132 2.5126603114161288
1.3448601 -0.3762405920872247
0.031059265 0.4860552502756956
0.572032 2.6163705231609367
1.8794203 -1.5930031936395217
0.94952106 5.57539596247161
0.5239978 1.2143005890464087
0.68621445 4.171630786993631
0.61846876 2.0132738915878683
0.72642136 4.010084034678879
1.1356215 0.4185333143137395
0.99051476 5.3854220047871895
0.5422783 2.200973316195448
0.7545433 3.548685425861298
0.42427826 2.62876369505074
0.39148235 0.6835785659657141
1.1009498 0.610070922078469
